####道具配置总表																																					
##游戏中所有物品,无论装备,丹药物品,均属道具,道具类别的定义均由本表提供基础数据.道具类型ID和道具子类型ID必须唯一.																																					
#																																					
#道具类型名称                     : 道具类型,如装备,丹药等等,同时这个名称将会被部分界面等地方引用. 																																					
#道具类型ID                       : 道具类型的ID编号.																																					
#道具子类型名称                   : 道具子类型名称,如重兵,飞剑等,同时这个名称将会被部分界面等地方引用.																																					
#道具子类型ID                     : 道具子类型的ID编号.																																					
#道具类目ID                       : 道具自所属类目下的编号,是用来区分同类型同子类下不同道具的ID																																					
#道具名称                         : 道具名称 																																					
#道具单位名称                     : 道具的单位名称 																																					
#道具描述                         : 道具文字描述																																					
#道具小图示资源路径               : 道具小型图示资源,如E,R键可能用到的小图示.																																					
#道具大图示资源路径               : 道具的展示图示资源.																																					
#道具属性个数                     : 这个道具将具有多少个自身的属性,这个属性值得是比如耐久度,使用限制,CD等等.																																					
#道具属性类型1                    : 属性的类型 																																					
#道具属性1                        : 属性的值																																					
#道具效果属性个数                 : 这个属性泛指所有角色所含属性,比如血,灵力之类.																																					
#道具效果属性类型1                : 属性类型																																					
#道具效果属性1                    : 属性值 																																					
#道具触发后需要执行的脚本模块数量 : 当这个道具被触发,将执行的动作 ,这个动作是																																					
#道具触发后执行的脚本模块1        : 道具被触发后执行的脚本模块ID																																					
#道具触发后执行的脚本模块数据1    : 道具被触发后执行的脚本模块数据																																					
MaxPropCount	5																																				
MaxBaseEffectCount	4																																				
MaxAddEffectCount	3																																				
MaxRunCount	1																																				
#道具类型名称	#道具类型ID	#道具子类型名称	#道具子类型ID	#道具类目ID	#道具名称	#道具单位名称	#道具描述	#道具出处描述	#道具小图示资源路径	#道具大图示资源路径	#道具资源路径	#道具属性类型1	#道具属性1	#道具属性类型2	#道具属性2	#道具属性类型3	#道具属性3	#道具属性类型4	#道具属性4	#道具属性类型5	#道具属性5	#道具效果属性类型1	#道具效果属性1	#道具效果属性类型2	#道具效果属性2	#道具效果属性类型3	#道具效果属性3	#道具效果属性类型4	#道具效果属性4	#道具附加属性类型1	#道具附加效果1	#道具附加属性类型2	#道具附加效果2	#道具附加属性类型3	#道具附加效果3	#道具触发后执行的脚本模块1	#道具触发后执行的脚本模块数据1
杂项	5	合成配方	2	5022017	肩部3（简单)配方	副	可合出肩部3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022018	衣服3（简单)配方	副	可合出衣服3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022019	手套3（简单)配方	副	可合出手套3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022020	靴子3（简单)配方	副	可合出靴子3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022021	戒指3（简单)配方	副	可合出戒指3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022022	重兵3（简单)配方	副	可合出重兵3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022023	飞剑3（简单)配方	副	可合出飞剑3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022024	双刃3（简单)配方	副	可合出双刃3（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022025	肩部3（困难）配方	副	可合出肩部3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022026	衣服3（困难）配方	副	可合出衣服3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022027	手套3（困难）配方	副	可合出手套3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022028	靴子3（困难）配方	副	可合出靴子3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022029	戒指3（困难）配方	副	可合出戒指3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022030	重兵3（困难）配方	副	可合出重兵3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022031	飞剑3（困难）配方	副	可合出飞剑3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022032	双刃3（困难）配方	副	可合出双刃3（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022033	肩部4（简单)配方	副	可合出肩部4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022034	衣服4（简单)配方	副	可合出衣服4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022035	手套4（简单)配方	副	可合出手套4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022036	靴子4（简单)配方	副	可合出靴子4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022037	戒指4（简单)配方	副	可合出戒指4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022038	重兵4（简单)配方	副	可合出重兵4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022039	飞剑4（简单)配方	副	可合出飞剑4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022040	双刃4（简单)配方	副	可合出双刃4（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022041	肩部4（困难）配方	副	可合出肩部4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022042	衣服4（困难）配方	副	可合出衣服4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022043	手套4（困难）配方	副	可合出手套4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022044	靴子4（困难）配方	副	可合出靴子4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022045	戒指4（困难）配方	副	可合出戒指4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022046	重兵4（困难）配方	副	可合出重兵4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022047	飞剑4（困难）配方	副	可合出飞剑4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022048	双刃4（困难）配方	副	可合出双刃4（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022049	肩部5（简单)配方	副	可合出肩部5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022050	衣服5（简单)配方	副	可合出衣服5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022051	手套5（简单)配方	副	可合出手套5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022052	靴子5（简单)配方	副	可合出靴子5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022053	戒指5（简单)配方	副	可合出戒指5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022054	重兵5（简单)配方	副	可合出重兵5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022055	飞剑5（简单)配方	副	可合出飞剑5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022056	双刃5（简单)配方	副	可合出双刃5（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022057	肩部5（困难）配方	副	可合出肩部5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022058	衣服5（困难）配方	副	可合出衣服5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022059	手套5（困难）配方	副	可合出手套5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022060	靴子5（困难）配方	副	可合出靴子5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022061	戒指5（困难）配方	副	可合出戒指5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022062	重兵5（困难）配方	副	可合出重兵5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022063	飞剑5（困难）配方	副	可合出飞剑5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022064	双刃5（困难）配方	副	可合出双刃5（困难）	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022065	肩部6（简单)配方	副	可合出肩部6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022066	衣服6（简单)配方	副	可合出衣服6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022067	手套6（简单)配方	副	可合出手套6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022068	靴子6（简单)配方	副	可合出靴子6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022069	戒指6（简单)配方	副	可合出戒指6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022070	重兵6（简单)配方	副	可合出重兵6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022071	飞剑6（简单)配方	副	可合出飞剑6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5022072	双刃6（简单)配方	副	可合出双刃6（简单)	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	其他	3	5030001	木材	个	建房必备	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	4	其他	3	5030002	五行灵根	个	修仙界关于灵根体质的说法。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30002
杂项	4	其他	3	5030003	夺舍	个	记载了夺舍三大铁则。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30003
杂项	4	其他	3	5030004	真灵	个	列举了二十几种强大的真灵。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30004
杂项	4	其他	3	5030005	符宝与真宝	个	封印了法宝威能的特制仙符。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_gold	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30005
杂项	4	其他	3	5030006	炼丹之说	个	记载着炼丹之法。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30006
杂项	4	其他	3	5030007	上古丹方	个	上古丹方中所需的原料大多已经绝迹。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30007
杂项	4	其他	3	5030008	飞升	个	飞升即是去往更高阶的空间。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_cooper	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30008
杂项	4	其他	3	5030009	灵兽百说	个	记载着修仙界常见灵兽的资料。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_gold	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30009
杂项	4	其他	3	5030010	越国修仙界	个	关于越国七派和修仙家族的方方面面。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_cooper	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30010
杂项	4	其他	3	5030011	天南修仙界	个	记载着天南地区修仙界的古今变迁、势力划分。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30011
杂项	4	其他	3	5030012	万古图解	个	修仙界万能指导手册。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_gold	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30012
杂项	4	其他	3	5030013	抵御魔劫	个	简单记录了每一次抵御魔劫的前因后果。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30013
杂项	4	其他	3	5030014	苍坤上人	个	关于天南狂修【苍坤上人】的介绍。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30014
杂项	4	其他	3	5030015	魔谷探宝	个	记录了每五十年一次的【坠魔谷】探宝经历。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_cooper	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30015
杂项	4	其他	3	5030016	魔宗要闻	个	记载着关于魔宗的消息。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30016
杂项	4	其他	3	5030017	皇室秘闻	个	记载着关于越国皇室的消息。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30017
杂项	4	其他	3	5030018	奏折	个	乃是一张呈递给越皇的奏折。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30018
杂项	4	其他	3	5030019	玄天之物	个	记载着修仙界关于玄天之物的资料。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30019
杂项	4	其他	3	5030020	昆吾遗宝	个	记载着昆吾山遗宝的信息。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_silver	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	59	30020
杂项	4	其他	3	5030021	冰轮花	个	一朵白色的小花，外形仿若莲花一般。	记载于某某书中	GameLegend/Icon/Item/Material_3020008	GameLegend/Illustration/item_illu/item_illu_39	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	4	其他	3	5030022	宛绫草	个	小时候母亲常常用这种草熬汤药给我喝，据说有坚毅心智的作用。	记载于某某书中	GameLegend/Icon/Item/Material_3030007	GameLegend/Illustration/item_illu/item_illu_27	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	4	其他	3	5030023	带血的衣服	个	这件衣衫上血迹斑驳，这人死前怕是受了不少折磨吧。	记载于某某书中	GameLegend/Icon/Equipment/Equip_Cuirass_3_2	GameLegend/Illustration/equip_illu/equip_iliu_65	ItemICO\DefultICO_Big	1	1	2	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
